author,desc,rating,reviews,title,totalratings,New_genre,Business,Classics,Comics,Contemporary,Crime,Fantasy,Fiction,History,Horror,Humor,Manga,Mystery,Nonfiction,Philosophy,Poetry,Psychology,Religion,Romance,Science,Suspense,Thriller
"Martin Lowenthal,Tenzin Wangyal","Retreats in darkness have been used by all the great spiritual traditions for thousands of years as a method for tapping deep clarity, accessing sacred wisdom, connecting with the Divine, and training to transform the mind/body system into a manifestation of wisdom. In dark retreat, the practitioner lives in complete darkness--eating, sleeping, meditating, and simply existing in a world without external light.,Traditionally, in Tibet, dark retreats were performed by monks as part of their training with the support of their monastery and their fellow monks. But dark retreats are of value to people from all walks of life, from the monastic to the busy householder--those with jobs, families, and all-too-many responsibilities. Martin Lowenthal has taken a practice little-known in the West and made it accessible by incorporating methods based in western psychology with traditional Tibetan Buddhism.,There are many advantages of a retreat in the dark, one of which is rest for our eyes, weary from overstimulation in our visually oriented world, that then promotes overall relaxation of body and mind. This relaxation helps us cut through old mental and emotional habits, harmonizes the elements in the body, works with visions, and rests in the ""Natural State."",Retreats in the dark also improve the quality of our daily life. We can develop greater clarity and awareness in every aspect of living. When we improve the conditions of our lives, we provide an atmosphere more conducive to continued meditation practices. Dark retreat is also a powerful setting for practicing tantra. Tantra uses imagination, senses, and creativity to transform experience into food for the spirit.,Dawning of Clear Light, is a celebration, a joyous invitation to find the treasures that are hidden within your world and the world around you.",3.9,3,Dawning of Clear Light: A Western Approach to Tibetan Dark Retreat Meditation,10,Religion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Edward Kendrick,"Colin Wilcox, a male whore who only takes clients of the same sex, is gang-raped while on the job. Needing medical attention he's taken the local ER and meets Dr. Rivers. Reoccurring flashbacks provide small images of his brutal rape and heâ€™s forced by Detective Keyes to handle the emotional fallout of being victimized.,Detective Keyes, a rape victim himself, is assigned to solve the crime. When a second boy is gang-raped, he needs Colinâ€˜s help to catch the perpetrators. He tries to use his own personal experience and attempts to help Colin understand heâ€™s not to blame. A slow but sure friendship unfolds between the two men that turns into love, stunted by the traumatic event. With the perps in custody and Colin able to move forward, the next battle is underway. He must learn to lower the barrier that will allow him to let another in for mental and physical support. Only then will the two lovers be able to consummate their tender passion.",3.38,31,Everyone's Man,224,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Diana Palmer,"Can she convince a man to let down his defenses when he's set on guarding his heart?, ,Tall, dark and eligible?, ,That's all that matters to the women of Jacobsville when it comes to handsome and aloof FBI agent Jon Blackhawk. But if it were up to him, he would never settle down. Luckily, Jon has the best gatekeeper: his efficient and reliable assistant, Joceline Perry. Without her help, he'd be at the mercy of husband huntersï¿½but the more he comes to rely on her, the more he notices how invaluable she really isâ€¦ ,While Joceline can't deny that her boss is attractive, as a single mother with responsibilities she's determined to be professional. But when Jon is accosted by a criminal seeking revenge, she comes to his aidï¿½fueling the spark that is growing between them. ,As the attempts on Jon's life increase, Joceline stands by his side. But when the smoke clears, will the man who avoided love realize that all he ever needed was right there all along?",3.94,190,Merciless,2344,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alexandre Dumas,"""The Queen's Necklace"" dramatizes an unsavory incident in the 1780s at the court of King Louis XVI of France involving the King's wife, Marie Antoinette. Her reputation was already tarnished by gossip and scandal, and her implication in a crime involving a stolen necklace became one of the major turning-points of public opinion against the monarchy, which eventually culminated in the French Revolution.",3.87,71,The Queen's Necklace,1612,Classics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deborah Hale,"Fresh from scandal in India, headstrong Genia Vernon is being shipped off to England, where she faces a gray future as companion to her aged aunt. When she meets arrogant rake Blade Maxwell on board, she has her one and only chance for a hot, passionate fling...,Blade wants to sow his wild oats one last time before duty forces him to marry. And being in such close proximity to fiery Genia has him more than tempted to break his golden rule--to never seduce a virgin",3.0,3,Seduced: The Scandalous Virgin,37,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SangEun Lee,JiEun Park,Natalie Baan","With the holidays finally upon Hee-So, the season of giving is in full swing! But as she gets ready for her Christmas Eve festivities, Beatrice takes generosity to a whole new level as he prepares to make the ultimate sacrifice to give the present of â€œdestinyâ€ to his beloved friend. But if Hee-So realizes the sacrifice her darling Beatrice plans to make in order to bring Whie-Young back among the living, will she be able to look her first love in the face ever again? Hee-Soâ€™s search for love concludes in this final volume of 13th Boy!",4.0,1,"13th Boy, Vol. 12",21,Manga,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Katie MacAlister," When Eglantine ""Harry"" Knight sets off for Greece at the last minute to step in as manager of a friend's touring band, the last thing she expects is to meet a billionaire Greek playboy. Iakovos Papaionannou is perfection on every level, except for his unpronounceable name. And Harry can't stop herself from falling hard and fast for him.,Iakovoos knew his sister hired her favorite band to perform at her birthday party; he's just not sure where this six-foot-tall, wild-haired, tempestuous woman fits in, or how she's already ended up in his bed-and in his heart. Harry is so not his type. She's as infuriating as she is intriguing, and she can't keep her hands off his butt. But she just may be the woman who knocks him off the world's most eligible bachelor list for good . . . ",3.89,215,It's All Greek to Me,2162,Contemporary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robert Allen Rouse,Cory James Rushton","In this original look at the world of Arthur, the authors show how the people of medieval England engaged with the Arthurian legend. Individual chapters cover Winchester as the site of Camelot, the crown of Arthur presented by Edward I, and the various items associated with Dover, Glastonbury Abbey, and other sites. Far from being credulous and gullible, it is clear that people actively debated Arthurian history. The book concludes with a discussion of the 16th-century antiquarian John Leland and those who followed in his footsteps, continuing to search for the physical remains of Arthur and his court.",4.0,2,The Medieval Quest for Arthur,11,History,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Christa Faust,"A truck full of illegal Mexican immigrants slaughtered with supernatural force is found by the side of a road. Trying to find answers, Sam and Dean are plunged into the dangerous world that exists along the Mexican border.Â ,They encounter a tattooed, pistol-packing bandita on a motorcycle who seems be everywhere they go before they get there. Xochi Cazadora draws them into a whole new world of monsters...,A Supernatural novel that reveals a previously unseen adventure for the Winchester brothers, from the hit TV series!Â ",4.13,110,Coyote's Kiss,1497,Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbara Rogoff,"This interdisciplinary work presents an integration of theory and research on how children develop their thinking as they participate in cultural activity with the guidance and challenge of their caregivers and other companions. The author, a leading developmental psychologist, views development as an apprenticeship in which children engage in the use of intellectual tools in societally structured activities with parents, other adults, and children. The author has gathered evidence from various disciplines--cognitive, developmental, and cultural psychology; anthropology; infancy studies; and communication research--furnishing a coherent and broadly based account of cognitive development in its sociocultural context. This work examines the mutual roles of the individual and the sociocultural world, and the culturally based processes by which children appropriate and extend skill and understanding from their involvement in shared thinking with other people. The book is written in a lively and engaging style and is supplemented by photographs and original illustrations by the author.",4.36,1,Apprenticeship in Thinking: Cognitive Development in Social Context,36,Psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ritsu Natsumizu,"Rich and wild meets faulty beauty in this story of money and revenge! Kei-ichi Kuroda is a wealthy but selfish man who loaned his ex-boyfriend a large sum of money and is expecting payback. Kaoru Otowa needs 5 million yen by the end of the day! Teaming up seems to be in their best interest, and they set off to Kyoto to settle their debts, take their revenge and realize their love! What kind of battle plan have these two money-driven lovebirds come up with?!",3.53,9,Crushing Love,80,Manga,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Brian Michael Bendis,Alex Maleev","THE AWARD WINNING, BEST SELLING POWERHOUSE CREATIVE TEAM BEHIND DAREDEVIL, HALO, AND THE AVENGERS UNLEASH THEIR BOLDEST PROJECT YET! SCARLET!,This is the comic experience of the year! The first creator-owned series by one of the most successful teams in all of modern comics. ,Scarlet is the story of a woman pushed to the edge by all that is wrong with the world...A woman who will not back down...A woman who discovers within herself the power to start a modern American revolution!!,Collecting,: ,Scarlet, 1-5",3.75,242,"Scarlet, Book 1",1987,Comics,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"August Strindberg,Carlo Picchio","Composto di getto in meno di due mesi, tra il maggio e il giugno 1897, ""Inferno"" costituisce insieme il testo piÃ¹ misterioso, piÃ¹ mitico e piÃ¹ ironico di Strindberg. Scritto con l'abituale furia che giunge ad assumere i tratti sperimentali di una scrittura automatica, questo romanzo riflette la situazione di profonda crisi storica che ha segnato la fine dell'Ottocento e soprattutto i drammatici eventi personali dell'autore, il quale, reduce dal fallimento del suo secondo e tempestoso matrimonio, giunse a mettere in crisi tutte le proprie facoltÃ  intellettuali e psichiche, approdando a una condizione di lucida follia: un precipitare in visionarie ossessioni che lo portarono a occuparsi, tra l'altro, di magia e di occultismo.",3.63,63,Inferno,910,Classics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
